PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	population	color	euro
TCGA-CR-7374	0.0084	0.005	0.0033	0.0066	9e-04	-0.0051	-0.0011	0.0062	0.0031	0.0082	TCGA	#BEBEBE80	TRUE
TCGA-CR-7376	0.0075	0.0046	0.0029	0.0065	-0.0022	-0.0061	0.0011	0.0109	-0.0014	0.0096	TCGA	#BEBEBE80	TRUE
TCGA-CR-7377	0.0077	0.0048	3e-04	0.0074	-0.0021	-0.0092	-0.002	0.0094	-7e-04	0.009	TCGA	#BEBEBE80	TRUE
TCGA-CR-7379	0.0071	0.0043	-1e-04	0.0031	-4e-04	-0.0011	-6e-04	0.0073	-9e-04	0.0089	TCGA	#BEBEBE80	TRUE
TCGA-CR-7382	0.0079	0.005	0.0031	0.007	0.001	-0.003	0.0042	0.0093	0	0.0067	TCGA	#BEBEBE80	TRUE
TCGA-CR-7383	0.0078	0.0045	6e-04	0.0055	0.0017	-0.0036	0.0014	0.0114	0.0032	-8e-04	TCGA	#BEBEBE80	TRUE
TCGA-CR-7385	0.0085	0.0051	0.0023	0.0028	7e-04	-8e-04	-0.0025	0.0152	-0.004	-0.0075	TCGA	#BEBEBE80	TRUE
TCGA-CR-7386	0.0057	0.0043	0.0039	-0.0169	9e-04	0.0211	0.0024	-0.0236	0.0027	0.0052	TCGA	#BEBEBE80	TRUE
TCGA-CR-7388	0.0071	0.0051	0.0027	0.0076	-2e-04	-0.0034	8e-04	0.0081	0.0018	0.0055	TCGA	#BEBEBE80	TRUE
TCGA-CR-7390	0.0077	0.0053	0.0028	0.0078	0.0021	-0.0062	-9e-04	0.0134	-3e-04	0.0131	TCGA	#BEBEBE80	TRUE
TCGA-CR-7391	0.0078	0.0045	0.0014	0.0048	0.0019	-0.0034	6e-04	0.0074	1e-04	0.0066	TCGA	#BEBEBE80	TRUE
TCGA-CR-7392	0.0081	0.0041	0.0019	0.008	0.002	-0.0016	0.0028	0.0114	0.0026	0.0037	TCGA	#BEBEBE80	TRUE
TCGA-CR-7393	0.0072	0.005	0.0028	0.0047	0.0011	-8e-04	-4e-04	0.0055	0.0038	0.0094	TCGA	#BEBEBE80	TRUE
TCGA-CR-7394	0.008	0.0053	0.0036	0.0046	0.0024	-0.001	-5e-04	0.0093	0.002	0.0025	TCGA	#BEBEBE80	TRUE
TCGA-CR-7395	0.0072	0.0049	0.0028	0.0036	0.0013	-0.0024	-2e-04	0.0076	5e-04	0.0088	TCGA	#BEBEBE80	TRUE
TCGA-CR-7397	0.007	0.0047	-2e-04	0.005	0.0034	-0.0021	-5e-04	0.0091	8e-04	0.0085	TCGA	#BEBEBE80	TRUE
TCGA-CR-7399	0.0072	0.0047	0.0023	0.0038	1e-04	-0.0018	8e-04	0.0105	-1e-04	0.0072	TCGA	#BEBEBE80	TRUE
TCGA-CR-7401	0.0077	0.0043	0.0022	0.0069	-0.0014	-0.0036	-2e-04	0.0085	4e-04	0.0121	TCGA	#BEBEBE80	TRUE
TCGA-CR-7402	0.0077	0.0037	-5e-04	0.0038	0.001	-0.0043	2e-04	0.0094	0.0016	0.0067	TCGA	#BEBEBE80	TRUE
TCGA-CR-7404	0.0076	0.0045	0.0037	0.004	0.0027	8e-04	-0.0037	0.007	0.0032	0.0076	TCGA	#BEBEBE80	TRUE
TCGA-CV-5430	0.0079	0.0043	0.0024	0.0075	-3e-04	-0.005	5e-04	0.0079	-0.0021	0.0077	TCGA	#BEBEBE80	TRUE
TCGA-CV-5432	0.007	0.0052	3e-04	0.0044	6e-04	-9e-04	-0.002	0.0108	-0.001	0.0054	TCGA	#BEBEBE80	TRUE
TCGA-CV-5435	0.0072	0.0047	0.0033	0.0057	7e-04	-0.0023	-0.0032	0.0085	-0.0015	0.0096	TCGA	#BEBEBE80	TRUE
TCGA-CV-5966	0.0077	0.0049	3e-04	0.0025	3e-04	-0.0025	-7e-04	-0.0041	-1e-04	1e-04	TCGA	#BEBEBE80	TRUE
TCGA-CV-6933	0.0075	0.0047	0.0016	0.0054	0.0013	-0.0047	-0.0027	0.0122	0.001	0.0078	TCGA	#BEBEBE80	TRUE
TCGA-CV-6934	0.0081	0.0046	-0.0012	0.0029	0.0013	-0.0037	2e-04	0.0108	9e-04	0.0048	TCGA	#BEBEBE80	TRUE
TCGA-CV-6935	0.0078	0.0047	0.0032	0.008	-0.0012	-0.0063	0	-0.0013	0.0017	0.0077	TCGA	#BEBEBE80	TRUE
TCGA-CV-6936	0.0078	0.0051	0.0019	0.0086	0.0014	-0.0064	-0.001	0.0077	0	0.0107	TCGA	#BEBEBE80	TRUE
TCGA-CV-6937	0.0076	0.0046	0.0011	-0.0023	0.0031	0.0097	0.0041	0.0065	3e-04	0.0045	TCGA	#BEBEBE80	TRUE
TCGA-CV-6938	0.0078	0.0053	0.0039	0.0052	3e-04	-3e-04	0.0012	0.0089	0.0019	0.0051	TCGA	#BEBEBE80	TRUE
TCGA-CV-6939	0.0079	0.0047	0.0016	0.0074	8e-04	-0.0026	-7e-04	-6e-04	2e-04	-0.0022	TCGA	#BEBEBE80	TRUE
TCGA-CV-6940	0.0076	0.0044	0.0012	0.0044	-2e-04	-0.005	-0.0046	0.0132	-9e-04	0.0096	TCGA	#BEBEBE80	TRUE
TCGA-CV-6941	0.0078	0.005	7e-04	0.0073	4e-04	-0.006	-2e-04	0.0136	0.0022	0.005	TCGA	#BEBEBE80	TRUE
TCGA-CV-6943	0.0074	0.005	0.0018	-0.0015	0.0036	0.0023	-0.0044	0.0019	0.003	0.0041	TCGA	#BEBEBE80	TRUE
TCGA-CV-6945	0.0079	0.0049	0.0039	0.0066	0.0016	-0.0025	-6e-04	0.015	-0.0015	0.001	TCGA	#BEBEBE80	TRUE
TCGA-CV-6948	0.0079	0.0049	0.0015	0.0067	-5e-04	-0.0027	-0.0029	0.0128	-0.0019	0.0095	TCGA	#BEBEBE80	TRUE
TCGA-CV-6950	0.0077	0.0052	0.0023	0.0067	1e-04	-0.0052	0.0016	0.0081	0.0012	0.0068	TCGA	#BEBEBE80	TRUE
TCGA-CV-6951	0.007	0.0049	-0.0012	-6e-04	0.0036	0.0039	0.0012	0.0102	0.0042	-0.0048	TCGA	#BEBEBE80	TRUE
TCGA-CV-6952	0.0078	0.0042	0.0017	0.0095	4e-04	-0.0065	-0.0038	0.0089	4e-04	0.0092	TCGA	#BEBEBE80	TRUE
TCGA-CV-6953	0.0075	0.0044	0.0014	0.0033	0	-0.0031	-0.001	0.0042	-1e-04	0.0067	TCGA	#BEBEBE80	TRUE
TCGA-CV-6955	0.0085	0.0043	0.0017	0.0056	0.0014	-0.0023	-9e-04	0.0102	0.003	0.0101	TCGA	#BEBEBE80	TRUE
TCGA-CV-6959	0.0073	0.0051	0.0039	0.0042	-1e-04	-0.0041	-6e-04	0.0064	0.0014	0.0053	TCGA	#BEBEBE80	TRUE
TCGA-CV-6961	0.0074	0.0045	0.0025	0.0063	0.0019	-1e-04	-0.0025	0.011	-0.0016	0.0046	TCGA	#BEBEBE80	TRUE
TCGA-CV-7089	0.0077	0.0047	0.0035	0.0093	-7e-04	-0.006	-0.0029	-0.0265	-0.0052	-0.0087	TCGA	#BEBEBE80	TRUE
TCGA-CV-7090	0.0062	0.0051	0.0025	-0.0197	0.0021	0.0158	0.0049	0.0047	0.0028	-0.0042	TCGA	#BEBEBE80	TRUE
TCGA-CV-7091	0.007	0.0048	0.0028	-0.0015	5e-04	-0.0014	-7e-04	-2e-04	-7e-04	0.0185	TCGA	#BEBEBE80	TRUE
TCGA-CV-7097	0.0079	0.0045	0.0025	0.0059	-0.0016	-0.0036	0.0022	0.0094	4e-04	0.0079	TCGA	#BEBEBE80	TRUE
TCGA-CV-7099	0.0076	0.005	0.0018	0.0032	9e-04	-0.0021	-0.0022	0.0087	0.0014	-0.0019	TCGA	#BEBEBE80	TRUE
TCGA-CV-7100	0.0079	0.0049	0.0014	0.004	3e-04	-0.0047	4e-04	0.0119	-2e-04	5e-04	TCGA	#BEBEBE80	TRUE
TCGA-CV-7101	0.0075	0.0048	0.0023	0.0076	0.0024	-0.0052	-0.0016	0.0119	0.0014	0.0068	TCGA	#BEBEBE80	TRUE
TCGA-CV-7102	0.0079	0.0049	0.005	0.0068	0.0012	-0.0037	0.0015	0.0056	0.0016	0.005	TCGA	#BEBEBE80	TRUE
TCGA-CV-7103	0.0077	0.0046	0.0017	0.006	-0.001	-0.005	3e-04	0.0051	-0.0011	0.0021	TCGA	#BEBEBE80	TRUE
TCGA-CV-7104	0.0079	0.0048	0.0025	0.0073	-0.0013	-0.0057	0.0018	0.0054	-0.0052	0.007	TCGA	#BEBEBE80	TRUE
TCGA-CV-7177	0.0073	0.0053	0.0027	0.0063	-5e-04	-0.0032	-4e-04	-0.0035	-0.0022	0.0055	TCGA	#BEBEBE80	TRUE
TCGA-CV-7178	0.0074	0.0049	0.0022	0.0031	0.0011	-0.0022	0.0031	0.0072	1e-04	0.0041	TCGA	#BEBEBE80	TRUE
TCGA-CV-7180	0.007	0.005	0.0018	0.0061	0.002	-0.0027	5e-04	0.0129	0.0012	0.0077	TCGA	#BEBEBE80	TRUE
TCGA-CV-7183	0.0081	0.0047	0.0011	0.0096	4e-04	-0.0049	-0.0024	0.0138	0.0031	0.0058	TCGA	#BEBEBE80	TRUE
TCGA-CV-7235	0.0079	0.0049	0.0024	0.0038	0.0032	-0.0033	0.0011	0.0114	4e-04	0.0098	TCGA	#BEBEBE80	TRUE
TCGA-CV-7236	0.008	0.0044	0.0039	0.0043	0.0028	-0.0024	0.0023	0.0081	0.0055	0.0077	TCGA	#BEBEBE80	TRUE
TCGA-CV-7238	0.0079	0.0042	0.0018	0.0058	-0.0015	-0.0057	1e-04	0.0141	0.0037	0.0044	TCGA	#BEBEBE80	TRUE
TCGA-CV-7242	0.007	0.0048	0.0023	0.0058	0.0013	-0.0032	0.0019	0.0071	7e-04	0.0068	TCGA	#BEBEBE80	TRUE
TCGA-CV-7243	0.0068	0.0045	0.0021	0.0041	-6e-04	6e-04	-4e-04	0.0121	-2e-04	0.0034	TCGA	#BEBEBE80	TRUE
TCGA-CV-7245	0.0081	0.0042	8e-04	0.0038	0.001	-0.0025	-0.0013	0.0086	0.0063	-1e-04	TCGA	#BEBEBE80	TRUE
TCGA-CV-7247	0.0075	0.0052	0.0022	0.0061	0.002	-0.0024	0.0024	0.0063	0.0065	0	TCGA	#BEBEBE80	TRUE
TCGA-CV-7250	0.0081	0.0049	0.0025	0.0051	7e-04	-0.0047	-3e-04	0.0131	-0.0015	0.0067	TCGA	#BEBEBE80	TRUE
TCGA-CV-7254	0.0071	0.0033	-0.0058	0.0052	0.0019	-0.0048	2e-04	0.0041	5e-04	0.0078	TCGA	#BEBEBE80	TRUE
TCGA-CV-7255	0.006	0.0048	0.0049	-0.0187	0.0025	0.0118	4e-04	0.0056	-5e-04	0.0053	TCGA	#BEBEBE80	TRUE
TCGA-CV-7261	0.0077	0.0045	0.0037	0.0058	-2e-04	-0.0042	-0.0027	0.0101	0.0018	0.0076	TCGA	#BEBEBE80	TRUE
TCGA-CV-7407	0.0078	0.0045	0.0028	0.003	0.0031	-0.0041	-2e-04	0.0092	-0.0017	0.0079	TCGA	#BEBEBE80	TRUE
TCGA-CV-7411	0.0076	0.005	0.0045	0.0032	0.0015	-0.001	-0.0017	0.0093	0.0028	0.0031	TCGA	#BEBEBE80	TRUE
TCGA-CV-7413	0.0074	0.0049	3e-04	0.008	-0.0017	-0.0049	-0.0062	0.0114	2e-04	0.0092	TCGA	#BEBEBE80	TRUE
TCGA-CV-7414	0.0081	0.0047	6e-04	0.0118	-0.0018	-0.0101	4e-04	-0.0221	-0.002	-0.0032	TCGA	#BEBEBE80	TRUE
TCGA-CV-7415	0.0067	0.0044	-0.0037	0.0052	-9e-04	-0.0031	-0.0035	-5e-04	-0.0037	0.0105	TCGA	#BEBEBE80	TRUE
TCGA-CV-7421	0.007	0.0046	-7e-04	0.005	-2e-04	0	0.0019	0.0079	-0.0037	0.0102	TCGA	#BEBEBE80	TRUE
TCGA-CV-7422	0.0074	0.0048	5e-04	0.003	-9e-04	-0.0059	0.0012	-0.0263	-5e-04	-0.0085	TCGA	#BEBEBE80	TRUE
TCGA-CV-7425	0.0074	0.0056	0.001	0.0072	9e-04	-0.0049	-0.005	-4e-04	0	4e-04	TCGA	#BEBEBE80	TRUE
TCGA-CV-7427	0.0079	0.0046	0.0027	0.006	1e-04	-0.0012	-0.0061	0.0092	0.0023	0.0124	TCGA	#BEBEBE80	TRUE
TCGA-CV-7429	0.006	0.0048	0.0018	0.0058	-2e-04	-7e-04	0.0011	0.0077	0	0.0081	TCGA	#BEBEBE80	TRUE
TCGA-CV-7430	0.0073	0.0047	3e-04	0.0063	0.0033	-4e-04	7e-04	0.0113	-2e-04	0.0064	TCGA	#BEBEBE80	TRUE
TCGA-CV-7432	0.0049	0.0053	0.0037	-0.0255	0.0042	0.0215	6e-04	0.0028	-0.0041	-0.0125	TCGA	#BEBEBE80	TRUE
TCGA-CV-7433	0.0078	0.0047	0.0016	0.0051	-0.0022	-0.0065	-6e-04	0.0111	8e-04	0.0089	TCGA	#BEBEBE80	TRUE
TCGA-CV-7434	0.0079	0.0049	0.002	0.006	-0.002	-0.0028	1e-04	0.0101	-0.0011	0.0036	TCGA	#BEBEBE80	TRUE
TCGA-CV-7435	0.0074	0.0045	0.0041	-4e-04	1e-04	0.001	0.0021	-0.0053	3e-04	-0.0051	TCGA	#BEBEBE80	TRUE
TCGA-CV-7438	0.0077	0.0053	0.0012	0.0035	8e-04	-0.0046	-0.0013	0.0106	-0.0012	0.0075	TCGA	#BEBEBE80	TRUE
TCGA-CV-A45O	0.0076	0.0046	0.0037	0.0024	-9e-04	-0.0023	-0.0036	0.0131	0.0039	0.0059	TCGA	#BEBEBE80	TRUE
TCGA-CV-A45P	0.0074	0.005	0.0029	-0.001	0.0036	0.0073	9e-04	0.0107	0.0017	-0.0017	TCGA	#BEBEBE80	TRUE
TCGA-CV-A45Q	0.0064	0.0049	7e-04	0.0055	0.0013	-0.0025	0.0027	0.0119	0.0028	0.0026	TCGA	#BEBEBE80	TRUE
TCGA-CV-A45T	0.0072	0.0043	0.0023	0.0055	-5e-04	-0.0043	-0.0013	0.0086	0.0029	0.0055	TCGA	#BEBEBE80	TRUE
TCGA-CV-A45U	0.0078	0.0052	0.0013	0.0071	-0.0014	-0.0062	-0.0016	0.0085	-0.0023	0.0066	TCGA	#BEBEBE80	TRUE
TCGA-CV-A45V	0.0074	0.0048	0.0027	0.0058	0.0034	-0.0036	-5e-04	0.0054	0.0025	0.0013	TCGA	#BEBEBE80	TRUE
TCGA-CV-A45W	0.0078	0.0053	0.0017	0.0044	4e-04	-2e-04	-0.0032	0.0127	0.0028	0.0041	TCGA	#BEBEBE80	TRUE
TCGA-CV-A45Z	0.008	0.0053	0.0019	0.0038	0.0027	-0.0026	0.0011	-0.0023	0.0014	-0.004	TCGA	#BEBEBE80	TRUE
TCGA-CV-A460	0.0067	0.0032	-0.0015	0.0016	0.0046	2e-04	-0.0032	0.009	9e-04	0.0036	TCGA	#BEBEBE80	TRUE
TCGA-CV-A461	0.0079	0.005	0.0025	0.0075	0.0023	-0.0054	0.0013	0.01	-7e-04	0.0066	TCGA	#BEBEBE80	TRUE
TCGA-CV-A464	0.0083	0.0048	0.0028	0.0075	-6e-04	-0.0049	8e-04	-0.0099	-0.0014	0.0015	TCGA	#BEBEBE80	TRUE
TCGA-CV-A465	0.0077	0.0052	0.001	0.0018	0.0036	0.0041	-1e-04	0.0125	-5e-04	-0.0026	TCGA	#BEBEBE80	TRUE
TCGA-CV-A6JD	0.0077	0.0053	0.0037	0.0042	0.0029	-0.0027	8e-04	0.0089	-7e-04	7e-04	TCGA	#BEBEBE80	TRUE
TCGA-CV-A6JE	0.0078	0.0051	0.0026	0.0061	0.0013	-0.0047	4e-04	0.006	8e-04	0.0034	TCGA	#BEBEBE80	TRUE
TCGA-CV-A6JM	0.0066	0.0047	0.0011	0.0014	0.0018	3e-04	8e-04	0.0097	0	0.0048	TCGA	#BEBEBE80	TRUE
TCGA-CV-A6JN	0.0078	0.0049	0.0027	0.001	0.0026	0.0016	-0.0016	0.0095	0.0012	0.0054	TCGA	#BEBEBE80	TRUE
TCGA-CV-A6JO	0.0079	0.0047	0.0022	0.0035	0.001	-8e-04	-0.0013	0.0035	0.0022	0.0046	TCGA	#BEBEBE80	TRUE
TCGA-CV-A6JT	0.0073	0.0054	0.0036	0.0066	8e-04	-0.0052	0.0012	0.0074	-7e-04	0.01	TCGA	#BEBEBE80	TRUE
TCGA-CV-A6JU	0.0077	0.0051	0.0031	0.0068	-0.0018	-0.0049	4e-04	0.0133	-0.0031	0.0022	TCGA	#BEBEBE80	TRUE
TCGA-CV-A6JY	0.0073	0.0047	0.0019	0.0045	-1e-04	-0.0044	0.0016	-0.0124	-0.0025	-0.0081	TCGA	#BEBEBE80	TRUE
TCGA-CV-A6JZ	0.0078	0.0053	0.0036	0.0026	0	-0.0015	0	0.01	0.0021	-0.0013	TCGA	#BEBEBE80	TRUE
TCGA-CV-A6K0	0.0077	0.0049	0.0022	0.0031	0.0019	0.0014	-5e-04	-0.0019	0.0022	-0.0018	TCGA	#BEBEBE80	TRUE
TCGA-CV-A6K1	0.0047	0.0053	0.0026	-0.0038	0.0038	0.0013	-0.0026	0.01	-0.0025	-0.0052	TCGA	#BEBEBE80	TRUE
TCGA-CV-A6K2	0.007	0.0047	0.0014	0.004	2e-04	-6e-04	-6e-04	0.0091	-0.0061	0.014	TCGA	#BEBEBE80	TRUE
TCGA-CX-7085	0.0075	0.0053	0.0015	0.0044	-8e-04	-0.0044	-0.0022	0.0105	-5e-04	0.0037	TCGA	#BEBEBE80	TRUE
TCGA-D6-6515	0.0075	0.0046	0.003	0.0071	-7e-04	-0.0075	3e-04	-0.0287	0.001	-0.0097	TCGA	#BEBEBE80	TRUE
TCGA-D6-6516	0.0071	0.0044	0.0032	0.0063	-0.0013	-0.005	-0.0027	-0.0329	-0.0038	-0.0132	TCGA	#BEBEBE80	TRUE
TCGA-D6-6517	0.0077	0.004	0.0013	0.0077	-0.0036	-0.0076	-0.0043	-0.0291	0.0019	-0.0123	TCGA	#BEBEBE80	TRUE
TCGA-D6-6823	0.0075	0.0035	0.0015	0.0087	0.0011	-0.0113	-5e-04	-0.0343	-0.0049	-0.0111	TCGA	#BEBEBE80	TRUE
TCGA-D6-6824	0.008	0.0038	0.001	0.0132	-0.0048	-0.0133	-9e-04	-0.0488	-3e-04	-0.011	TCGA	#BEBEBE80	TRUE
TCGA-D6-6825	0.0084	0.0042	0.0015	0.0108	-0.0026	-0.0144	-0.002	-0.0393	-0.0027	-0.0081	TCGA	#BEBEBE80	TRUE
TCGA-D6-6826	0.0083	0.0046	0.0022	0.0078	-0.0035	-0.0088	-2e-04	-0.0299	-0.002	-0.0102	TCGA	#BEBEBE80	TRUE
TCGA-D6-6827	0.0073	0.0041	0.0011	0.0075	-0.0031	-0.0086	3e-04	-0.0379	-0.0022	-0.0011	TCGA	#BEBEBE80	TRUE
TCGA-D6-8568	0.0079	0.0042	0.0022	0.0089	-0.0027	-0.0093	-3e-04	-0.0304	5e-04	-0.0086	TCGA	#BEBEBE80	TRUE
TCGA-D6-8569	0.0075	0.0041	0.0017	0.0077	-0.0028	-0.008	0.0036	-0.037	-0.0032	-0.0105	TCGA	#BEBEBE80	TRUE
TCGA-D6-A4Z9	0.0072	0.0043	0.0016	0.0085	-0.0019	-0.0078	4e-04	-0.0335	-0.0027	-0.0085	TCGA	#BEBEBE80	TRUE
TCGA-D6-A4ZB	0.0078	0.0043	0.0034	0.0088	-0.0041	-0.0098	2e-04	-0.033	-0.0035	-0.0067	TCGA	#BEBEBE80	TRUE
TCGA-D6-A6EK	0.0078	0.0041	0.0028	0.009	-0.0034	-0.0091	-9e-04	-0.0357	-0.0021	-0.0084	TCGA	#BEBEBE80	TRUE
TCGA-D6-A6EM	0.0076	0.0044	0.0011	0.0091	-0.0027	-0.0083	-0.003	-0.032	-0.0012	-0.0054	TCGA	#BEBEBE80	TRUE
TCGA-D6-A6EO	0.0078	0.0045	0.0028	0.0072	-0.0033	-0.0086	0.0019	-0.0394	-0.003	-0.0077	TCGA	#BEBEBE80	TRUE
TCGA-D6-A6EP	0.0078	0.0043	6e-04	0.0075	-0.0028	-0.009	1e-04	-0.0283	-0.0013	-0.0044	TCGA	#BEBEBE80	TRUE
TCGA-D6-A6EQ	0.0079	0.0041	0.0032	0.0071	-0.0034	-0.0118	2e-04	-0.0373	-0.0028	-0.0113	TCGA	#BEBEBE80	TRUE
TCGA-D6-A6ES	0.0072	0.0042	0.0031	0.0084	-0.0013	-0.0051	0.0036	-0.0341	-0.0016	-0.0108	TCGA	#BEBEBE80	TRUE
TCGA-D6-A74Q	0.0077	0.0038	0.002	0.0084	-0.0045	-0.0105	0.0018	-0.0405	-2e-04	-0.0087	TCGA	#BEBEBE80	TRUE
TCGA-DQ-5624	0.0079	0.0044	0.0014	0.0048	1e-04	-0.0028	0.0019	0.0085	0.0043	0.0061	TCGA	#BEBEBE80	TRUE
TCGA-DQ-5625	0.0076	0.005	0.0023	0.0053	2e-04	-0.002	4e-04	0.0078	-0.0026	0.0062	TCGA	#BEBEBE80	TRUE
TCGA-DQ-5630	0.0072	0.0038	0.0021	-3e-04	-0.002	0.0019	0.0032	-0.0265	-0.0023	-0.0112	TCGA	#BEBEBE80	TRUE
TCGA-DQ-5631	0.0063	0.0046	0.0035	-0.0112	-5e-04	0.0135	0.0037	3e-04	0.0038	0.0011	TCGA	#BEBEBE80	TRUE
TCGA-DQ-7588	0.0076	0.0047	8e-04	0.0058	0.0016	-0.006	-0.0018	-0.0178	-7e-04	-0.0093	TCGA	#BEBEBE80	TRUE
TCGA-DQ-7589	0.0076	0.005	0.0028	0.0073	-0.0015	-0.0076	-0.0032	0.0116	-0.0013	0.0095	TCGA	#BEBEBE80	TRUE
TCGA-DQ-7590	0.0077	0.0048	0.0039	0.0027	0	-4e-04	0.002	0.0045	-0.0023	0.0052	TCGA	#BEBEBE80	TRUE
TCGA-DQ-7591	0.007	0.0035	0.0034	-0.0016	5e-04	-6e-04	-0.0022	-0.024	-0.0062	-0.0074	TCGA	#BEBEBE80	TRUE
TCGA-DQ-7592	0.0056	0.0043	0.0023	0.0071	-7e-04	-0.0039	-0.0017	0.0099	2e-04	0.0052	TCGA	#BEBEBE80	TRUE
TCGA-DQ-7593	0.0073	0.0051	0.0038	0.0036	0.001	-0.0013	3e-04	0.005	-5e-04	0.0019	TCGA	#BEBEBE80	TRUE
TCGA-DQ-7594	0.0084	0.0047	0.003	0.0055	-0.001	-0.0052	5e-04	0.0019	-0.0024	0.0093	TCGA	#BEBEBE80	TRUE
TCGA-DQ-7595	0.0073	0.0041	0.001	0.0063	0	-0.0044	-0.0025	0.0144	0.0025	0.0039	TCGA	#BEBEBE80	TRUE
TCGA-DQ-7596	0.007	0.0055	0.0022	0.0038	-8e-04	-0.0022	-0.0022	-0.0039	-2e-04	7e-04	TCGA	#BEBEBE80	TRUE
TCGA-F7-7848	0.0074	0.0029	0.0015	0.0094	-0.0041	-0.0132	-7e-04	-0.0444	-0.0051	-0.0068	TCGA	#BEBEBE80	TRUE
TCGA-F7-8298	0.0076	0.0025	-8e-04	0.0079	-0.0015	-0.0092	0.0031	-0.0341	0.0013	-0.0101	TCGA	#BEBEBE80	TRUE
TCGA-F7-A50G	0.0078	0.0021	1e-04	0.0094	-0.0031	-0.0096	0.0026	-0.0309	-5e-04	-0.0034	TCGA	#BEBEBE80	TRUE
TCGA-F7-A61S	0.0078	0.0032	0.002	0.0075	-0.0033	-0.0067	0.0011	-0.0333	0.0011	-0.0104	TCGA	#BEBEBE80	TRUE
TCGA-F7-A61V	0.0074	0.0049	0.0018	0.0062	-9e-04	-0.0024	-0.0017	0.0092	-0.0049	0.0133	TCGA	#BEBEBE80	TRUE
TCGA-F7-A620	0.0069	0.0039	0.001	0.0058	-0.0024	-0.0065	0	-0.0419	-0.0041	-0.0105	TCGA	#BEBEBE80	TRUE
TCGA-F7-A622	0.007	0.0041	0	0.0038	-0.0011	-0.0023	-4e-04	-0.0281	-0.0025	-0.009	TCGA	#BEBEBE80	TRUE
TCGA-F7-A623	0.0073	0.0027	6e-04	0.0083	-0.0031	-0.0093	0.0044	-0.0318	-0.0044	-0.0019	TCGA	#BEBEBE80	TRUE
TCGA-F7-A624	0.0075	0.0038	0.0022	0.0093	-0.0041	-0.0135	-0.0016	-0.0428	-5e-04	-0.0132	TCGA	#BEBEBE80	TRUE
TCGA-H7-7774	0.0081	0.0045	8e-04	0.0036	0.0015	-0.0026	-0.0019	0.0092	-0.0029	0.0079	TCGA	#BEBEBE80	TRUE
TCGA-H7-8501	0.008	0.0046	0.0043	0.0036	0.0022	-0.0017	0.0016	0.0095	0.0036	0.0048	TCGA	#BEBEBE80	TRUE
TCGA-H7-8502	0.0074	0.0053	0	0.007	8e-04	-0.0061	0.0019	0.0048	-0.0047	0.0015	TCGA	#BEBEBE80	TRUE
TCGA-H7-A6C4	0.0073	0.0047	0.0018	0.0048	-3e-04	-0.0046	-0.0011	0.0039	0.0027	0.0047	TCGA	#BEBEBE80	TRUE
TCGA-H7-A76A	0.0075	0.004	9e-04	0.0035	0.0014	-0.0031	0.0015	0.0052	-0.0012	0.0068	TCGA	#BEBEBE80	TRUE
TCGA-HD-7229	0.0074	0.0046	0.0027	0.0064	-1e-04	-0.0036	0.001	0.0093	-0.0059	0.0021	TCGA	#BEBEBE80	TRUE
TCGA-HD-7754	0.0078	0.0049	0.0022	0.0064	0.0013	-0.0036	0.0013	0.0096	-0.0026	0.0046	TCGA	#BEBEBE80	TRUE
TCGA-HD-7831	0.0062	0.0053	0.0023	-7e-04	0.004	0.0038	-8e-04	0.0081	-0.0047	0.0136	TCGA	#BEBEBE80	TRUE
TCGA-HD-7832	0.0073	0.005	0.0035	0.0049	8e-04	-0.0015	0.0018	4e-04	-0.0016	-5e-04	TCGA	#BEBEBE80	TRUE
TCGA-HD-7917	0.008	0.0044	0.0011	0.0053	-1e-04	-0.0046	0.0014	0.0096	-0.0021	0.0057	TCGA	#BEBEBE80	TRUE
TCGA-HD-8314	0.0073	0.0048	0.0038	0.0074	5e-04	-0.0051	0.003	-0.0025	0.0043	-9e-04	TCGA	#BEBEBE80	TRUE
TCGA-HD-8634	0.0083	0.0049	0.0012	0.0057	-3e-04	-0.006	5e-04	0.0088	7e-04	0.0068	TCGA	#BEBEBE80	TRUE
TCGA-HD-8635	0.0079	0.0049	0.0015	0.0076	-4e-04	-0.0036	5e-04	0.0117	-0.0037	0.0014	TCGA	#BEBEBE80	TRUE
TCGA-HD-A633	0.0077	0.0051	0.0027	0.0069	0.0026	-0.004	0.0013	0.0108	0.0041	0.0017	TCGA	#BEBEBE80	TRUE
TCGA-HD-A634	0.008	0.005	0.0036	0.0046	0.0014	-0.0015	-5e-04	0.0081	0.0025	0.0034	TCGA	#BEBEBE80	TRUE
TCGA-HD-A6HZ	0.0081	0.0041	0.0014	0.0049	-6e-04	-0.0042	0.003	0.001	0.0025	0.002	TCGA	#BEBEBE80	TRUE
TCGA-HD-A6I0	0.0077	0.0049	0.0024	0.0051	9e-04	-0.0032	-8e-04	0.0086	0.0013	0.0043	TCGA	#BEBEBE80	TRUE
TCGA-HL-7533	0.0081	0.005	0.0019	0.0097	0.0013	-0.0038	-0.0017	2e-04	0.005	0.0033	TCGA	#BEBEBE80	TRUE
TCGA-IQ-7630	0.005	0.0051	-0.002	-0.0071	0.0059	0.0121	-0.0036	0.0066	-0.0048	-0.0045	TCGA	#BEBEBE80	TRUE
